# index, logLikelihood, tieBreaker, ID.
19 -531.4881709 0.07096684399 3
25 -523.3736916 0.4393325663 2
31 -513.4785822 0.2625565444 1
28 -518.1762007 0.1646216868 2
26 -519.8439288 0.2727812438 2
28 -518.0829787 0.1849337464 2
29 -516.1318729 0.4175593219 1
32 -511.8083975 0.9468522359 0
4 -578.9518798 0.1080841838 3
20 -531.9257011 0.2674492451 0
4 -581.8191468 0.5609650688 0
32 -511.5197858 0.981116256 1
9 -546.1173443 0.6201706193 2
26 -520.911124 0.3933443878 1
27 -519.3394365 0.4574918394 1
23 -527.7299351 0.2783042438 2
26 -519.5499415 0.8277825906 0
31 -513.1224957 0.8295511642 2
29 -516.5462617 0.7442930736 1
24 -522.4695533 0.4748320356 3
25 -521.5462112 0.312612139 1
22 -528.1059661 0.07620382595 1
28 -517.8301703 0.03892370027 0
23 -520.1321922 0.2470185984 1
31 -512.7244895 0.1720162156 0
24 -525.4875718 0.7543693003 2
31 -512.3197636 0.1924949707 3
17 -538.7065664 0.4388921447 0
20 -534.4373994 0.5164700765 3
26 -521.5617982 0.4286220605 2
21 -530.7304921 0.4049206458 1
26 -516.6449916 0.4298759176 0
33 -511.4344794 0.7595463426 0
24 -525.8924201 0.01621898236 3
27 -515.4488388 0.4204715288 1
24 -525.5874401 0.2069436282 3
34 -510.6285314 0.8456943237 1
33 -510.9013411 0.6698997271 2
26 -518.7317653 0.4670248243 0
32 -512.7384789 0.6419539958 3
32 -510.8795954 0.7395066309 1
27 -517.6083802 0.1158365075 0
33 -512.2014828 0.00209645326 2
27 -518.9807937 0.870441096 0
34 -511.1981749 0.936926381 1
28 -516.7312274 0.3004268365 2
32 -511.2242136 0.1319273221 1
28 -516.3981114 0.2882682233 0
26 -520.4118424 0.2843777811 3
29 -516.5429659 0.09998126908 3
30 -514.9446248 0.07956353983 1
28 -518.1490896 0.690319575 0
34 -510.8187891 0.4462883888 2
33 -510.9518161 0.1592926327 1
36 -508.1618762 0.4924202281 1
35 -507.1874115 0.560187006 0
25 -521.8150391 0.1910261064 0
33 -510.6718267 0.6875342644 1
35 -510.1433508 0.7185821744 1
28 -516.1446591 0.2968564256 2
26 -521.0588157 0.8183937297 1
28 -516.5874865 0.2403935162 3
25 -519.7837062 0.4326734939 2
27 -520.0200905 0.9289851887 2
29 -515.3802888 0.6527736564 2
29 -513.9457449 0.824122524 2
35 -510.3716726 0.4822065364 1
25 -519.6376425 0.6800737077 3
34 -510.7971607 0.9918814411 2
32 -511.0401793 0.4977715397 2
35 -509.2805729 0.2925525411 1
33 -510.1372246 0.1841297917 0
34 -509.5509441 0.5634420905 2
35 -510.3750627 0.2405707141 3
22 -528.3262755 0.2835507311 0
35 -509.5460151 0.3095505132 1
35 -510.1652779 0.3939778207 3
32 -510.781199 0.7177709369 0
32 -511.2789608 0.05959854129 3
36 -508.4994135 0.3597501617 0
37 -508.2474764 0.5259976823 0
36 -507.0401675 0.4779712769 3
39 -505.7091814 0.1722293602 0
35 -510.2703037 0.3909719801 1
39 -499.2631179 0.2370765521 0
37 -507.6798305 0.8423470699 1
39 -505.7256711 0.2439501547 3
28 -518.0349593 0.2630007017 2
17 -538.7818013 0.8244083011 1
40 -499.7959177 0.2218352733 3
35 -506.9399412 0.6440149711 3
33 -512.1994365 0.9211867911 2
35 -509.7378647 0.8012309251 2
35 -508.2827415 0.2897992783 3
33 -510.9729729 0.8763820712 3
39 -505.5707208 0.2289777076 3
39 -505.654704 0.4493488902 3
39 -505.9897682 0.07371511987 3
32 -512.2622259 0.851922154 0
37 -508.0400484 0.1157788598 2
37 -508.1337687 0.06157063739 1
26 -521.443542 0.6608151502 3
41 -500.5356128 0.9374157202 2
33 -511.6401209 0.7562372661 3
32 -513.0521068 0.1087922252 3
42 -500.2129781 0.09862713577 3
39 -503.0290573 0.1512008685 0
41 -501.5539812 0.2536054895 2
37 -508.1520252 0.5883607488 0
33 -512.0419193 0.8865048264 3
42 -499.327059 0.07034178894 2
42 -499.1125232 0.1125698343 3
36 -508.3269327 0.5048120513 3
29 -515.9222636 0.6919476923 0
29 -513.6204184 0.5774291705 1
36 -509.1509839 0.7405258534 2
36 -508.7665169 0.9377456926 2
40 -500.5578661 0.0668426883 3
24 -519.066413 0.9087135874 3
43 -495.7239617 0.3178227434 1
32 -512.306686 0.3904844279 1
35 -509.9868599 0.7343942114 3
31 -513.7331159 0.6485321017 1
36 -508.4797206 0.4273792782 1
40 -503.4086536 0.5590441039 0
39 -505.6449567 0.789250716 0
36 -509.0847525 0.4487584476 2
34 -508.4205354 0.5819246485 3
36 -508.5828963 0.7101189662 2
41 -502.6976789 0.2459331713 0
32 -512.943799 0.7405070079 2
42 -499.7617498 0.3552559224 2
39 -505.5317428 0.4406110593 3
44 -494.2438774 0.8800285945 2
45 -493.5714908 0.9023984693 2
38 -507.4590247 0.7276733191 0
39 -500.0921162 0.858521163 3
33 -511.4255098 0.3706215825 3
36 -508.4439423 0.1005361315 3
45 -495.6279374 0.6700434574 0
44 -498.3380981 0.859106321 3
37 -508.3497996 0.1493167813 1
44 -497.2002074 0.4165796843 0
46 -488.0491127 0.2175969433 0
32 -513.161267 0.8626924575 0
35 -509.761595 0.5238883355 2
35 -510.1833869 0.6062585292 3
36 -508.1427727 0.6196514965 3
38 -507.3890069 0.2401442326 1
42 -497.5833306 0.490865077 2
45 -491.7833389 0.9901645733 3
31 -514.0121417 0.6613506746 2
44 -497.551274 0.3394688457 1
44 -497.4836374 0.742479543 1
38 -507.0253603 0.5048108838 1
38 -506.4840415 0.8982884969 2
43 -496.0526297 0.3359740298 3
42 -499.3499045 0.6622324529 2
46 -494.8644568 0.5414299507 2
39 -503.7252783 0.3310396492 3
40 -502.8805422 0.7100086108 1
45 -496.6015144 0.9197519432 0
45 -494.9739206 0.5719754908 3
36 -509.2094301 0.3486544318 0
34 -510.454908 0.18455532 1
32 -513.1490483 0.08130202426 0
41 -495.6930516 0.2318155772 2
41 -500.7226878 0.3967907219 3
47 -492.8019081 0.3192697685 3
42 -501.3112529 0.7892395527 0
47 -491.9270121 0.5909458126 3
47 -492.8070971 0.1988233765 1
25 -522.467365 0.966393159 2
34 -511.2582826 0.7633827997 0
42 -500.5414058 0.7241565989 0
40 -498.8479872 0.8806750812 0
48 -489.1620377 0.6471959719 0
46 -493.7679549 0.6722693579 2
32 -512.398873 0.01777713156 2
39 -502.7342106 0.0764502964 1
39 -506.1595843 0.5362079613 3
38 -506.1484065 0.3534219094 0
41 -502.4127889 0.09406266706 1
44 -497.1518317 0.757229625 3
26 -517.6774419 0.09417006179 1
49 -489.4840772 0.5652965042 2
28 -517.1617161 0.6817273823 3
48 -491.5105848 0.4176205226 2
45 -495.5005491 0.3236051878 3
46 -494.0582264 0.7100645344 0
41 -502.3384133 0.1105171742 3
46 -492.5907886 0.1538565363 1
33 -511.6951745 0.3738568509 0
47 -491.6520084 0.8994197785 0
48 -491.1815305 0.1037448099 0
31 -513.0954156 0.3282068928 2
49 -490.4978356 0.1480613378 2
48 -491.0866241 0.6001388896 3
48 -488.3963864 0.2742707834 0
47 -492.3131704 0.2196185832 1
44 -497.7940717 0.03584988347 2
45 -496.2525099 0.2660797987 2
51 -486.453575 0.309385735 1
50 -488.9011285 0.446956496 1
50 -488.1793654 0.287119859 0
32 -512.9956029 0.8689561387 1
50 -489.0662332 0.8092990822 3
51 -486.5260465 0.05096603 0
48 -490.325984 0.8868117669 3
50 -485.8904474 0.4841991191 0
47 -492.3493699 0.3548533849 2
50 -487.6879294 0.5107143743 0
50 -484.4164531 0.4843277476 2
26 -520.5231505 0.8384087254 1
25 -522.2305111 0.4712092124 1
32 -512.5161737 0.884386647 1
34 -508.8155857 0.5832193324 0
50 -488.4161064 0.974924865 3
53 -486.4759723 0.08906935702 1
41 -501.0153844 0.04372814343 2
42 -500.4605928 0.3893366137 2
49 -490.0608058 0.2428914316 1
53 -484.4708903 0.2575154851 2
39 -505.4853364 0.2448589317 2
42 -500.8487633 0.9115095435 0
53 -485.6650676 0.4141194784 1
47 -492.1338081 0.9972687517 2
46 -493.5370758 0.2298092242 3
38 -507.4565268 0.8979411684 0
53 -486.0195112 0.3454482228 2
46 -494.8069622 0.3112445967 1
54 -485.301998 0.3622380648 0
54 -485.265766 0.4396592903 3
48 -490.5714929 0.5744087975 2
50 -485.0575053 0.5265598623 1
54 -484.5008798 0.1653080239 3
36 -508.7965108 0.4856275266 3
44 -497.1904636 0.100618897 2
51 -488.2787376 0.656466367 1
52 -485.9734777 0.03658100237 0
44 -497.557651 0.7988188589 3
40 -497.1207665 0.3364402716 0
49 -489.9272168 0.6808094005 3
28 -514.8657133 0.3252866349 3
54 -483.8456969 0.848515643 2
30 -514.9669817 0.103968515 2
47 -492.6193031 0.2130345029 3
52 -484.6290126 0.385270619 2
41 -500.1437238 0.1593619973 2
48 -491.0612308 0.1905696534 1
42 -501.2607458 0.08017414321 3
51 -485.072635 0.3819421609 1
51 -486.1972315 0.4394445556 2
56 -482.3005539 0.8144633787 1
47 -492.9091893 0.3545630873 1
47 -491.6137015 0.5756318754 2
55 -483.853097 0.8565822165 2
40 -500.0728231 0.4996200239 0
54 -484.5435986 0.495363027 2
46 -492.6037372 0.6373626786 2
53 -486.4700722 0.8798364462 3
49 -489.1775216 0.3973854333 3
48 -491.4184303 0.3776490581 0
51 -487.7907187 0.1648372043 2
47 -491.5891045 0.02916526692 1
41 -500.9545375 0.2297934915 3
51 -488.4196979 0.3182174904 3
52 -480.5359874 0.8668970342 0
44 -496.9358782 0.9720612867 0
47 -492.3676118 0.5174203455 2
41 -501.2615218 0.0693722482 0
44 -498.2443051 0.3188327806 3
43 -499.4724672 0.005647597211 1
55 -480.5144066 0.925452071 0
55 -482.9568447 0.3164084631 0
47 -492.9005771 0.4776769349 2
44 -493.8299532 0.7001315463 2
43 -497.9662322 0.7382105726 0
51 -486.9371336 0.7505694099 3
57 -481.3109998 0.9786130688 1
41 -502.0938262 0.7161157997 3
45 -494.4774486 0.9443344548 2
37 -507.49327 0.09755596026 2
52 -486.565482 0.1750682742 1
49 -490.4829722 0.7349427847 0
43 -498.4752929 0.06728367566 0
54 -485.3480419 0.6637291308 0
41 -502.2034416 0.1614185611 2
41 -502.8479466 0.1066387372 1
57 -479.9524055 0.1372198386 1
52 -486.3038701 0.5692189807 1
40 -504.2930093 0.4804406445 2
41 -501.619342 0.6442178117 0
38 -507.4951822 0.02499734577 0
55 -483.6558922 0.5441741335 0
43 -499.871479 0.254402475 0
43 -499.8025698 0.4452954891 0
50 -486.4693731 0.3117141321 2
56 -482.2129186 0.1547107996 0
49 -487.8465824 0.892115306 1
44 -497.9463365 0.4731172996 3
56 -482.5436764 0.315301576 2
57 -480.3396913 0.4309331266 0
54 -484.9030578 0.8374592101 2
43 -499.0259894 0.3010479294 2
59 -479.0311252 0.6455283563 1
52 -484.4322735 0.4016952822 3
41 -501.3479325 0.1930378243 1
56 -482.6230901 0.6108373971 0
56 -481.6825734 0.3974550544 0
53 -484.4282725 0.4086946313 0
39 -505.0498255 0.01166938814 2
56 -481.5583419 0.002306704973 2
41 -501.9454925 0.1474290096 0
59 -477.8901056 0.854172481 2
42 -499.5599743 0.8485544218 1
60 -478.0610343 0.2735167278 1
53 -485.2185502 0.7721076038 0
39 -502.9742057 0.965191726 2
59 -479.6093112 0.3254750439 3
60 -478.3397104 0.6155751748 1
60 -477.8571105 0.8591675042 3
38 -502.6045312 0.5289110117 3
53 -483.7631059 0.4112461557 3
38 -500.7606101 0.4444591301 2
61 -477.1069605 0.8114855416 3
59 -478.2764073 0.1713421476 2
54 -483.3916037 0.63716502 0
61 -474.3927022 0.8201138337 2
44 -497.9435302 0.2108583 2
39 -505.256952 0.6927645753 3
43 -496.6855796 0.9163795135 1
59 -479.4553465 0.5334974677 1
58 -480.5045095 0.3864588536 1
62 -475.9605596 0.200803802 0
49 -486.9348015 0.766308354 0
57 -480.2791918 0.1299543153 0
58 -479.9990557 0.2295989175 1
52 -486.9404921 0.5192483606 2
57 -476.7587012 0.7699220315 3
62 -476.3480759 0.9360891092 2
61 -477.0758246 0.3668946438 3
60 -476.4161607 0.3581609766 1
54 -482.5534531 0.6675458791 1
54 -485.3717326 0.1809384294 3
63 -474.5082832 0.2716890785 2
60 -478.2103348 0.3205366182 2
46 -492.8605252 0.5922961796 3
51 -485.3123799 0.381260843 3
60 -474.5785676 0.9836366775 0
63 -473.7329287 0.2128888518 2
63 -475.4857316 0.6914898674 3
46 -494.439843 0.1492905964 1
50 -489.0697119 0.7499725058 0
54 -485.2659794 0.2380603671 2
58 -480.0946189 0.9547316696 3
36 -509.1346469 0.4257555613 1
49 -487.5510194 0.2532661906 0
27 -519.1368529 0.8412142479 3
48 -490.6260905 0.1458908226 0
51 -487.0009091 0.8423046593 2
44 -496.8503816 0.8056124714 3
64 -472.8130433 0.4855233126 3
59 -478.7022176 0.6257003593 3
55 -482.8376656 0.08986635221 2
53 -485.3309362 0.9934208359 1
48 -491.0705829 0.5840793052 2
56 -482.6372999 0.7281673295 0
59 -479.6714066 0.3944509482 2
39 -504.6384982 0.7333218886 0
39 -506.1452685 0.6921753991 3
45 -496.6246823 0.3361139976 2
53 -485.9783333 0.03122116904 1
47 -492.1197973 0.2795315465 0
53 -485.8939092 0.5291372614 1
43 -499.5579825 0.7246573027 3
52 -485.4778114 0.8681071912 3
45 -496.5540568 0.1665609511 0
39 -503.3614882 0.06677260522 1
40 -501.9884046 0.6575021009 0
38 -506.3056511 0.8062736104 0
33 -511.9611213 0.6540960321 2
42 -501.0362046 0.4517301233 0
44 -496.8707969 0.3581006731 1
36 -509.0955604 0.7329755847 3
46 -494.092346 0.4650137933 2
50 -489.1799904 0.9506958549 1
41 -502.4842899 0.7083245168 0
38 -506.003888 0.8630517739 0
29 -513.7191985 0.7284306415 3
48 -491.0725303 0.04451754611 1
31 -514.2080439 0.4771325921 2
63 -475.2240786 0.4751722167 1
38 -506.8925627 0.2071998628 1
52 -486.2421147 0.7534125221 1
51 -486.9191692 0.495189924 3
64 -474.2699777 0.4569280944 1
36 -508.5007931 0.2074432078 0
64 -474.1393312 0.7621804667 2
37 -507.709071 0.4253116872 1
48 -490.8746047 0.0736724212 0
51 -487.962445 0.3985697211 1
45 -494.1878507 0.8014156331 2
45 -494.5038693 0.6903457049 2
37 -508.4372076 0.270220396 3
37 -508.1614756 0.5874730258 3
64 -474.2898803 0.4713683678 1
61 -477.550732 0.8863227108 1
52 -486.666085 0.4486642064 1
44 -494.7565804 0.2253367186 2
45 -494.9559621 0.2644039131 3
47 -492.0218719 0.7308430176 1
42 -499.7340532 0.5501939042 3
48 -491.0546957 0.3230610011 0
37 -507.8109024 0.5217989086 0
58 -479.6406302 0.03096836848 2
39 -504.4635754 0.7722991722 3
53 -485.6703983 0.2885643408 1
46 -493.3822995 0.02391104715 0
60 -477.7130531 0.3946869365 3
44 -498.0211294 0.07747085561 3
60 -477.8091099 0.248730478 2
57 -480.2067211 0.7238631546 2
61 -476.475933 0.4580136803 3
65 -472.764037 0.0447566329 0
56 -481.7466172 0.2806694131 3
57 -481.3131394 0.5024862979 2
53 -485.087596 0.09668195478 2
65 -473.1019797 0.6913191785 0
55 -480.7674506 0.3573002776 3
61 -477.2224811 0.1959571604 2
63 -474.5652831 0.6000812693 0
64 -474.2534116 0.7190759867 0
64 -474.0628392 0.6890242784 2
60 -477.6689382 0.3204159268 1
54 -484.5347821 0.3387269905 3
51 -486.0625106 0.4245504068 0
66 -471.5605411 0.1377839634 0
57 -480.7875692 0.2206945003 3
50 -488.608646 0.09536894558 2
65 -471.4715728 0.9915828261 3
60 -477.9316631 0.8772324745 1
67 -469.5779519 0.07719986298 0
67 -469.855605 0.6332458062 3
62 -474.4827924 0.4549754521 2
59 -478.773102 0.1902928522 1
47 -490.1340656 0.4630846599 1
63 -475.5125257 0.8856287309 1
61 -476.5634855 0.2034581594 1
56 -481.5667186 0.01072944687 3
47 -488.8946686 0.6414112229 0
64 -472.7299782 0.5452067774 2
60 -478.1913609 0.9483855782 1
63 -475.3660803 0.342190535 2
58 -479.4177522 0.3324702876 1
68 -469.4146673 0.2733352005 0
51 -487.7650176 0.2727928223 1
61 -477.1091408 0.1547886348 3
47 -491.6448078 0.7438463114 1
50 -487.5103972 0.05140250461 2
60 -478.4664905 0.7302035139 1
48 -490.7672959 0.1439752267 2
46 -494.5694735 0.9139454338 2
56 -480.4932469 0.006683690326 0
61 -477.5403756 0.1383287597 1
53 -485.1298432 0.9599799877 0
41 -502.6580213 0.6880455599 1
56 -482.6615248 0.07068346507 3
47 -492.6309517 0.5364200141 1
46 -494.7346926 0.8697892985 3
39 -504.5003121 0.8035235716 3
55 -481.4323681 0.7455830552 1
55 -482.9502729 0.3257098651 2
51 -485.0437692 0.1732166761 2
43 -497.5128256 0.8839181146 0
40 -502.8834114 0.5577128036 1
42 -500.6916236 0.6139650731 1
62 -476.1357724 0.1998517081 2
41 -502.5647168 0.4020248489 1
64 -474.3436107 0.8115394674 2
44 -497.1885554 0.8989324304 1
43 -499.7493228 0.6510845695 2
42 -496.2414134 0.3576272151 3
67 -471.0507488 0.004185916172 0
41 -502.7832438 0.9390765711 1
47 -491.8701103 0.09571241197 1
64 -474.1087176 0.4057521744 1
63 -474.6879647 0.6493016176 2
58 -479.8430401 0.1803312904 2
52 -487.0030586 0.2621950837 2
57 -479.6178784 0.1696953777 2
58 -480.3177628 0.6853304264 1
55 -483.5593457 0.8499000853 0
58 -480.3935508 0.2193611456 1
51 -488.4672898 0.9213846463 0
52 -486.6175387 0.4342830851 2
40 -504.2518667 0.6107778643 3
49 -489.6232937 0.4747486962 0
53 -486.353511 0.6021655056 3
56 -482.0959998 0.3752991959 1
56 -481.9761049 0.9820951092 2
48 -491.304467 0.09259838737 0
47 -492.7223326 0.2803911076 1
49 -489.3507874 0.04182073037 1
63 -474.6522331 0.2498873676 3
40 -501.3040518 0.6220118467 1
61 -473.3491396 0.2215579121 0
58 -480.4554065 0.6077811321 2
59 -478.538703 0.9924451254 0
44 -498.2395292 0.2342682427 2
44 -495.8412675 0.3203994187 0
40 -503.6246989 0.1956751408 1
56 -482.3602169 0.2940953756 0
61 -476.7217216 0.3912948847 0
43 -498.8097971 0.5647463264 3
58 -480.217733 0.8587143676 3
52 -486.1518233 0.3616550892 3
55 -483.6281028 0.4124270271 3
56 -479.9198687 0.1808577057 0
50 -489.1835377 0.8241327859 3
60 -477.0903135 0.9950876715 1
41 -502.6451882 0.6244282567 0
62 -476.287606 0.7828627103 1
48 -491.3118232 0.668018517 3
59 -478.816524 0.82126998 3
49 -490.4820068 0.05743515678 3
63 -475.2166154 0.9866538533 0
64 -474.2381026 0.5514834256 2
44 -497.8477021 0.1192506096 3
